"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 12:58:27 GMT 2024","Mon Oct 21 12:59:05 GMT 2024","37230","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"passed","Mon Oct 21 12:56:47 GMT 2024","Mon Oct 21 12:57:20 GMT 2024","32744","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Mon Oct 21 12:53:53 GMT 2024","Mon Oct 21 12:54:17 GMT 2024","23935","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Mon Oct 21 12:50:15 GMT 2024","Mon Oct 21 12:50:37 GMT 2024","21972","tests","test_cart","","","","Выделение части товара",""
"passed","Mon Oct 21 12:48:23 GMT 2024","Mon Oct 21 12:48:27 GMT 2024","4884","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Mon Oct 21 12:53:09 GMT 2024","Mon Oct 21 12:53:31 GMT 2024","22235","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Mon Oct 21 12:52:34 GMT 2024","Mon Oct 21 12:52:45 GMT 2024","11205","tests","test_cart","","","","Отправка на печать",""
"passed","Mon Oct 21 12:48:12 GMT 2024","Mon Oct 21 12:48:17 GMT 2024","4812","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"broken","Mon Oct 21 12:55:04 GMT 2024","Mon Oct 21 12:55:50 GMT 2024","46819","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Mon Oct 21 12:51:27 GMT 2024","Mon Oct 21 12:51:49 GMT 2024","22563","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Mon Oct 21 12:47:48 GMT 2024","Mon Oct 21 12:47:53 GMT 2024","5411","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Mon Oct 21 12:48:36 GMT 2024","Mon Oct 21 12:48:42 GMT 2024","5844","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"passed","Mon Oct 21 12:48:48 GMT 2024","Mon Oct 21 12:49:01 GMT 2024","12684","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"passed","Mon Oct 21 12:51:50 GMT 2024","Mon Oct 21 12:52:10 GMT 2024","20712","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Mon Oct 21 12:49:54 GMT 2024","Mon Oct 21 12:50:15 GMT 2024","20828","tests","test_cart","","","","Выделение всего товара",""
"passed","Mon Oct 21 12:48:01 GMT 2024","Mon Oct 21 12:48:06 GMT 2024","5512","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
