"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 09 01:48:56 GMT 2024","Wed Oct 09 01:49:01 GMT 2024","4833","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"skipped","Wed Oct 09 01:49:40 GMT 2024","Wed Oct 09 01:49:40 GMT 2024","0","tests","test_autorization","","","","Авторизуюсь через testmail.app",""
"skipped","Wed Oct 09 01:56:12 GMT 2024","Wed Oct 09 01:56:12 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"passed","Wed Oct 09 01:54:23 GMT 2024","Wed Oct 09 01:54:43 GMT 2024","20338","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"skipped","Wed Oct 09 01:55:02 GMT 2024","Wed Oct 09 01:55:02 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Wed Oct 09 01:54:04 GMT 2024","Wed Oct 09 01:54:23 GMT 2024","19425","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Wed Oct 09 01:49:06 GMT 2024","Wed Oct 09 01:49:10 GMT 2024","4676","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"skipped","Wed Oct 09 01:55:02 GMT 2024","Wed Oct 09 01:55:02 GMT 2024","0","tests","test_cart","","","","Очистка поля 'Промокод'",""
"skipped","Wed Oct 09 01:55:02 GMT 2024","Wed Oct 09 01:55:02 GMT 2024","0","tests","test_cart","","","","Отмена промокода",""
"skipped","Wed Oct 09 01:55:02 GMT 2024","Wed Oct 09 01:55:02 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"passed","Wed Oct 09 01:51:18 GMT 2024","Wed Oct 09 01:51:38 GMT 2024","20063","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Wed Oct 09 01:50:40 GMT 2024","Wed Oct 09 01:50:58 GMT 2024","18212","tests","test_cart","","","","Выделение всего товара",""
"passed","Wed Oct 09 01:53:28 GMT 2024","Wed Oct 09 01:53:45 GMT 2024","17946","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Wed Oct 09 01:48:29 GMT 2024","Wed Oct 09 01:48:34 GMT 2024","4860","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Wed Oct 09 01:52:58 GMT 2024","Wed Oct 09 01:53:07 GMT 2024","8800","tests","test_cart","","","","Отправка на печать",""
"passed","Wed Oct 09 01:51:59 GMT 2024","Wed Oct 09 01:52:21 GMT 2024","22209","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Wed Oct 09 01:48:23 GMT 2024","Wed Oct 09 01:48:29 GMT 2024","5730","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"skipped","Wed Oct 09 01:55:02 GMT 2024","Wed Oct 09 01:55:02 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Wed Oct 09 01:51:38 GMT 2024","Wed Oct 09 01:51:59 GMT 2024","21118","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"passed","Wed Oct 09 01:55:21 GMT 2024","Wed Oct 09 01:55:42 GMT 2024","20302","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"passed","Wed Oct 09 01:53:46 GMT 2024","Wed Oct 09 01:54:03 GMT 2024","17932","tests","test_cart","","","","Отмена удаления товара",""
"passed","Wed Oct 09 01:48:34 GMT 2024","Wed Oct 09 01:48:39 GMT 2024","4900","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
