"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 01:48:57 GMT 2024","Tue Oct 08 01:49:02 GMT 2024","4527","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 01:54:41 GMT 2024","Tue Oct 08 01:54:41 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"skipped","Tue Oct 08 01:54:41 GMT 2024","Tue Oct 08 01:54:41 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Tue Oct 08 01:53:26 GMT 2024","Tue Oct 08 01:53:44 GMT 2024","18372","tests","test_cart","","","","Отмена удаления товара",""
"passed","Tue Oct 08 01:49:22 GMT 2024","Tue Oct 08 01:49:26 GMT 2024","4653","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 01:54:41 GMT 2024","Tue Oct 08 01:54:41 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Tue Oct 08 01:52:05 GMT 2024","Tue Oct 08 01:52:21 GMT 2024","16110","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Tue Oct 08 01:54:41 GMT 2024","Tue Oct 08 01:55:00 GMT 2024","18647","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"skipped","Tue Oct 08 01:54:41 GMT 2024","Tue Oct 08 01:54:41 GMT 2024","0","tests","test_cart","","","","Применение невалидного промокода",""
"skipped","Tue Oct 08 01:50:04 GMT 2024","Tue Oct 08 01:50:04 GMT 2024","0","tests","test_autorization","","","","Авторизуюсь через testmail.app",""
"passed","Tue Oct 08 01:54:24 GMT 2024","Tue Oct 08 01:54:41 GMT 2024","16956","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Tue Oct 08 01:52:48 GMT 2024","Tue Oct 08 01:52:58 GMT 2024","9514","tests","test_cart","","","","Изменение количества товара через счетчик",""
"passed","Tue Oct 08 01:55:20 GMT 2024","Tue Oct 08 01:55:40 GMT 2024","19720","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"skipped","Tue Oct 08 01:54:41 GMT 2024","Tue Oct 08 01:54:41 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"skipped","Tue Oct 08 01:54:41 GMT 2024","Tue Oct 08 01:54:41 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"passed","Tue Oct 08 01:49:50 GMT 2024","Tue Oct 08 01:49:58 GMT 2024","7675","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"passed","Tue Oct 08 01:49:58 GMT 2024","Tue Oct 08 01:50:04 GMT 2024","6132","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"passed","Tue Oct 08 01:49:02 GMT 2024","Tue Oct 08 01:49:06 GMT 2024","4330","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 01:51:48 GMT 2024","Tue Oct 08 01:52:05 GMT 2024","16914","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Tue Oct 08 01:49:06 GMT 2024","Tue Oct 08 01:49:10 GMT 2024","3668","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Tue Oct 08 01:54:04 GMT 2024","Tue Oct 08 01:54:24 GMT 2024","20217","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Tue Oct 08 01:49:10 GMT 2024","Tue Oct 08 01:49:13 GMT 2024","3378","tests.Heder_links","test_home","","","","Переход на домашнюю страницу",""
"passed","Tue Oct 08 01:50:50 GMT 2024","Tue Oct 08 01:51:09 GMT 2024","18882","tests","test_cart","","","","Выделение части товара",""
