"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 20 01:59:53 GMT 2024","Sun Oct 20 02:00:18 GMT 2024","24751","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"passed","Sun Oct 20 01:57:54 GMT 2024","Sun Oct 20 01:58:03 GMT 2024","8759","tests","test_add_to_cart","","","","Добавление товара из карточки товара",""
"passed","Sun Oct 20 01:57:14 GMT 2024","Sun Oct 20 01:57:19 GMT 2024","4658","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Sun Oct 20 02:01:02 GMT 2024","Sun Oct 20 02:01:24 GMT 2024","21943","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"passed","Sun Oct 20 01:59:05 GMT 2024","Sun Oct 20 01:59:31 GMT 2024","25771","tests","test_cart","","","","Выделение части товара",""
"passed","Sun Oct 20 01:56:53 GMT 2024","Sun Oct 20 01:56:57 GMT 2024","4668","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Sun Oct 20 02:03:33 GMT 2024","Sun Oct 20 02:03:56 GMT 2024","22711","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Sun Oct 20 01:57:44 GMT 2024","Sun Oct 20 01:57:54 GMT 2024","10050","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"passed","Sun Oct 20 01:56:57 GMT 2024","Sun Oct 20 01:57:04 GMT 2024","6588","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Sun Oct 20 01:57:31 GMT 2024","Sun Oct 20 01:57:37 GMT 2024","5905","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"passed","Sun Oct 20 02:01:34 GMT 2024","Sun Oct 20 02:01:47 GMT 2024","12491","tests","test_cart","","","","Изменение количества товара через счетчик",""
"passed","Sun Oct 20 02:03:09 GMT 2024","Sun Oct 20 02:03:33 GMT 2024","24149","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Sun Oct 20 01:57:19 GMT 2024","Sun Oct 20 01:57:25 GMT 2024","6675","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Sun Oct 20 02:01:24 GMT 2024","Sun Oct 20 02:01:34 GMT 2024","10324","tests","test_cart","","","","Отправка на печать",""
"passed","Sun Oct 20 02:06:16 GMT 2024","Sun Oct 20 02:06:59 GMT 2024","42863","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Sun Oct 20 02:07:27 GMT 2024","Sun Oct 20 02:07:52 GMT 2024","24925","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
