"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 02 12:57:47 GMT 2024","Wed Oct 02 12:58:18 GMT 2024","31607","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Wed Oct 02 12:55:24 GMT 2024","Wed Oct 02 12:55:47 GMT 2024","23224","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Wed Oct 02 12:50:30 GMT 2024","Wed Oct 02 12:50:57 GMT 2024","26865","tests","test_cart","","","","Выделение всего товара",""
"passed","Wed Oct 02 12:54:12 GMT 2024","Wed Oct 02 12:54:27 GMT 2024","14767","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"passed","Wed Oct 02 12:48:44 GMT 2024","Wed Oct 02 12:48:52 GMT 2024","8182","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Wed Oct 02 12:48:33 GMT 2024","Wed Oct 02 12:48:44 GMT 2024","10525","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Wed Oct 02 12:56:44 GMT 2024","Wed Oct 02 12:57:15 GMT 2024","31533","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Wed Oct 02 12:54:56 GMT 2024","Wed Oct 02 12:55:24 GMT 2024","27818","tests","test_cart","","","","Отмена удаления товара",""
"passed","Wed Oct 02 12:48:26 GMT 2024","Wed Oct 02 12:48:33 GMT 2024","6963","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Wed Oct 02 12:49:15 GMT 2024","Wed Oct 02 12:49:24 GMT 2024","9279","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"skipped","Wed Oct 02 12:58:33 GMT 2024","Wed Oct 02 12:58:33 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"passed","Wed Oct 02 12:50:09 GMT 2024","Wed Oct 02 12:50:16 GMT 2024","7480","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"passed","Wed Oct 02 12:55:47 GMT 2024","Wed Oct 02 12:56:17 GMT 2024","29911","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"skipped","Wed Oct 02 12:56:44 GMT 2024","Wed Oct 02 12:56:44 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Wed Oct 02 12:49:25 GMT 2024","Wed Oct 02 12:49:32 GMT 2024","7971","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"passed","Wed Oct 02 12:51:24 GMT 2024","Wed Oct 02 12:51:51 GMT 2024","26716","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Wed Oct 02 12:52:20 GMT 2024","Wed Oct 02 12:52:48 GMT 2024","28070","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"skipped","Wed Oct 02 12:56:44 GMT 2024","Wed Oct 02 12:56:44 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Wed Oct 02 12:48:17 GMT 2024","Wed Oct 02 12:48:26 GMT 2024","9294","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Wed Oct 02 12:57:15 GMT 2024","Wed Oct 02 12:57:47 GMT 2024","31156","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
