"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Sep 30 12:52:28 GMT 2024","Mon Sep 30 12:52:28 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"skipped","Mon Sep 30 12:52:17 GMT 2024","Mon Sep 30 12:52:17 GMT 2024","0","tests","test_cart","","","","Применение невалидного промокода",""
"passed","Mon Sep 30 12:49:09 GMT 2024","Mon Sep 30 12:49:26 GMT 2024","17086","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Mon Sep 30 12:48:23 GMT 2024","Mon Sep 30 12:48:47 GMT 2024","23817","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"skipped","Mon Sep 30 12:52:20 GMT 2024","Mon Sep 30 12:52:20 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"passed","Mon Sep 30 12:49:51 GMT 2024","Mon Sep 30 12:50:00 GMT 2024","9356","tests","test_cart","","","","Отправка на печать",""
"passed","Mon Sep 30 12:50:48 GMT 2024","Mon Sep 30 12:51:08 GMT 2024","19841","tests","test_cart","","","","Отмена удаления товара",""
"passed","Mon Sep 30 12:45:51 GMT 2024","Mon Sep 30 12:45:58 GMT 2024","6279","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:52:25 GMT 2024","Mon Sep 30 12:52:25 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"skipped","Mon Sep 30 12:47:16 GMT 2024","Mon Sep 30 12:47:16 GMT 2024","0","tests","test_cart","","","","Переход в чек-аут",""
"skipped","Mon Sep 30 12:52:31 GMT 2024","Mon Sep 30 12:52:31 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Mon Sep 30 12:48:48 GMT 2024","Mon Sep 30 12:49:07 GMT 2024","18730","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Mon Sep 30 12:46:19 GMT 2024","Mon Sep 30 12:46:23 GMT 2024","4257","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:52:26 GMT 2024","Mon Sep 30 12:52:26 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Mon Sep 30 12:53:44 GMT 2024","Mon Sep 30 12:53:54 GMT 2024","9722","tests","test_cart_test_fir_test_IT","","","","Открытие модального окна авторизации",""
"passed","Mon Sep 30 12:45:16 GMT 2024","Mon Sep 30 12:45:23 GMT 2024","6800","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:47:17 GMT 2024","Mon Sep 30 12:47:36 GMT 2024","18486","tests","test_cart","","","","Выделение всего товара",""
"skipped","Mon Sep 30 12:52:19 GMT 2024","Mon Sep 30 12:52:19 GMT 2024","0","tests","test_cart","","","","Раскрытие блока 'Промокод'",""
"passed","Mon Sep 30 12:45:25 GMT 2024","Mon Sep 30 12:45:30 GMT 2024","5059","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:51:54 GMT 2024","Mon Sep 30 12:52:14 GMT 2024","20616","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Mon Sep 30 12:50:15 GMT 2024","Mon Sep 30 12:50:25 GMT 2024","10408","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"passed","Mon Sep 30 12:46:25 GMT 2024","Mon Sep 30 12:46:29 GMT 2024","4311","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:46:05 GMT 2024","Mon Sep 30 12:46:10 GMT 2024","5076","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:52:16 GMT 2024","Mon Sep 30 12:52:16 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Mon Sep 30 12:48:00 GMT 2024","Mon Sep 30 12:48:21 GMT 2024","21569","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Mon Sep 30 12:45:46 GMT 2024","Mon Sep 30 12:45:49 GMT 2024","3369","tests.Heder_links","test_home","","","","Переход на домашнюю страницу",""
"passed","Mon Sep 30 12:50:03 GMT 2024","Mon Sep 30 12:50:13 GMT 2024","10822","tests","test_cart","","","","Изменение количества товара через счетчик",""
"passed","Mon Sep 30 12:47:04 GMT 2024","Mon Sep 30 12:47:14 GMT 2024","10278","tests","test_cart","","","","Открытие модального окна авторизации",""
"skipped","Mon Sep 30 12:47:02 GMT 2024","Mon Sep 30 12:47:02 GMT 2024","0","tests","test_autorization","","","","Авторизация через mail.ru",""
"passed","Mon Sep 30 12:50:27 GMT 2024","Mon Sep 30 12:50:47 GMT 2024","19581","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Mon Sep 30 12:53:20 GMT 2024","Mon Sep 30 12:53:42 GMT 2024","21937","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Mon Sep 30 12:52:56 GMT 2024","Mon Sep 30 12:53:19 GMT 2024","22792","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"passed","Mon Sep 30 12:45:32 GMT 2024","Mon Sep 30 12:45:38 GMT 2024","6565","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:51:10 GMT 2024","Mon Sep 30 12:51:30 GMT 2024","20284","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Mon Sep 30 12:46:31 GMT 2024","Mon Sep 30 12:46:42 GMT 2024","11041","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"passed","Mon Sep 30 12:51:32 GMT 2024","Mon Sep 30 12:51:52 GMT 2024","20251","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Mon Sep 30 12:52:34 GMT 2024","Mon Sep 30 12:52:54 GMT 2024","20362","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Mon Sep 30 12:46:44 GMT 2024","Mon Sep 30 12:46:52 GMT 2024","8289","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"passed","Mon Sep 30 12:47:38 GMT 2024","Mon Sep 30 12:47:58 GMT 2024","20476","tests","test_cart","","","","Выделение части товара",""
"skipped","Mon Sep 30 12:52:29 GMT 2024","Mon Sep 30 12:52:29 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"skipped","Mon Sep 30 12:52:22 GMT 2024","Mon Sep 30 12:52:22 GMT 2024","0","tests","test_cart","","","","Отмена промокода",""
"passed","Mon Sep 30 12:46:12 GMT 2024","Mon Sep 30 12:46:17 GMT 2024","5494","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:53:55 GMT 2024","Mon Sep 30 12:53:55 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"skipped","Mon Sep 30 12:52:23 GMT 2024","Mon Sep 30 12:52:23 GMT 2024","0","tests","test_cart","","","","Очистка поля 'Промокод'",""
"skipped","Mon Sep 30 12:52:32 GMT 2024","Mon Sep 30 12:52:32 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Mon Sep 30 12:45:59 GMT 2024","Mon Sep 30 12:46:04 GMT 2024","4353","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:45:40 GMT 2024","Mon Sep 30 12:45:44 GMT 2024","4525","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Mon Sep 30 12:49:28 GMT 2024","Mon Sep 30 12:49:49 GMT 2024","21800","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"passed","Mon Sep 30 12:46:53 GMT 2024","Mon Sep 30 12:47:00 GMT 2024","6925","tests","test_add_to_cart","","","","Добавление товара из поиска",""
