"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 30 12:23:51 GMT 2024","Mon Sep 30 12:24:11 GMT 2024","20078","tests","test_cart","","","","Выделение всего товара",""
"passed","Mon Sep 30 12:26:51 GMT 2024","Mon Sep 30 12:27:02 GMT 2024","11539","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"passed","Mon Sep 30 12:26:04 GMT 2024","Mon Sep 30 12:26:26 GMT 2024","21645","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"skipped","Mon Sep 30 12:29:09 GMT 2024","Mon Sep 30 12:29:09 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Mon Sep 30 12:27:25 GMT 2024","Mon Sep 30 12:27:46 GMT 2024","21346","tests","test_cart","","","","Отмена удаления товара",""
"passed","Mon Sep 30 12:30:21 GMT 2024","Mon Sep 30 12:30:31 GMT 2024","10442","tests","test_cart_test_fir_test_IT","","","","Открытие модального окна авторизации",""
"passed","Mon Sep 30 12:27:04 GMT 2024","Mon Sep 30 12:27:23 GMT 2024","19257","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Mon Sep 30 12:22:17 GMT 2024","Mon Sep 30 12:22:21 GMT 2024","3903","tests.Heder_links","test_home","","","","Переход на домашнюю страницу",""
"passed","Mon Sep 30 12:24:59 GMT 2024","Mon Sep 30 12:25:23 GMT 2024","23432","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"passed","Mon Sep 30 12:28:34 GMT 2024","Mon Sep 30 12:28:52 GMT 2024","18121","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Mon Sep 30 12:27:49 GMT 2024","Mon Sep 30 12:28:09 GMT 2024","20474","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"skipped","Mon Sep 30 12:30:33 GMT 2024","Mon Sep 30 12:30:33 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"passed","Mon Sep 30 12:23:01 GMT 2024","Mon Sep 30 12:23:14 GMT 2024","13022","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"skipped","Mon Sep 30 12:28:53 GMT 2024","Mon Sep 30 12:28:53 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Mon Sep 30 12:22:30 GMT 2024","Mon Sep 30 12:22:34 GMT 2024","4352","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:26:39 GMT 2024","Mon Sep 30 12:26:49 GMT 2024","10268","tests","test_cart","","","","Изменение количества товара через счетчик",""
"skipped","Mon Sep 30 12:29:03 GMT 2024","Mon Sep 30 12:29:03 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"skipped","Mon Sep 30 12:28:58 GMT 2024","Mon Sep 30 12:28:58 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"skipped","Mon Sep 30 12:28:55 GMT 2024","Mon Sep 30 12:28:55 GMT 2024","0","tests","test_cart","","","","Применение невалидного промокода",""
"passed","Mon Sep 30 12:29:13 GMT 2024","Mon Sep 30 12:29:33 GMT 2024","20176","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Mon Sep 30 12:23:37 GMT 2024","Mon Sep 30 12:23:48 GMT 2024","10263","tests","test_cart","","","","Открытие модального окна авторизации",""
"passed","Mon Sep 30 12:22:36 GMT 2024","Mon Sep 30 12:22:41 GMT 2024","4820","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:25:45 GMT 2024","Mon Sep 30 12:26:03 GMT 2024","17559","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"skipped","Mon Sep 30 12:29:08 GMT 2024","Mon Sep 30 12:29:08 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"passed","Mon Sep 30 12:21:48 GMT 2024","Mon Sep 30 12:21:56 GMT 2024","8142","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:21:58 GMT 2024","Mon Sep 30 12:22:03 GMT 2024","5018","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:29:05 GMT 2024","Mon Sep 30 12:29:05 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Mon Sep 30 12:22:49 GMT 2024","Mon Sep 30 12:22:54 GMT 2024","5126","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:29:35 GMT 2024","Mon Sep 30 12:29:56 GMT 2024","21229","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"skipped","Mon Sep 30 12:29:02 GMT 2024","Mon Sep 30 12:29:02 GMT 2024","0","tests","test_cart","","","","Очистка поля 'Промокод'",""
"skipped","Mon Sep 30 12:29:00 GMT 2024","Mon Sep 30 12:29:00 GMT 2024","0","tests","test_cart","","","","Отмена промокода",""
"passed","Mon Sep 30 12:25:24 GMT 2024","Mon Sep 30 12:25:43 GMT 2024","19159","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Mon Sep 30 12:22:05 GMT 2024","Mon Sep 30 12:22:09 GMT 2024","4548","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Mon Sep 30 12:23:16 GMT 2024","Mon Sep 30 12:23:25 GMT 2024","9628","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"passed","Mon Sep 30 12:22:55 GMT 2024","Mon Sep 30 12:23:00 GMT 2024","4085","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:28:57 GMT 2024","Mon Sep 30 12:28:57 GMT 2024","0","tests","test_cart","","","","Раскрытие блока 'Промокод'",""
"passed","Mon Sep 30 12:22:42 GMT 2024","Mon Sep 30 12:22:47 GMT 2024","4905","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:29:11 GMT 2024","Mon Sep 30 12:29:11 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Mon Sep 30 12:22:11 GMT 2024","Mon Sep 30 12:22:15 GMT 2024","4150","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"skipped","Mon Sep 30 12:23:36 GMT 2024","Mon Sep 30 12:23:36 GMT 2024","0","tests","test_autorization","","","","Авторизация через mail.ru",""
"passed","Mon Sep 30 12:29:57 GMT 2024","Mon Sep 30 12:30:19 GMT 2024","21558","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Mon Sep 30 12:24:13 GMT 2024","Mon Sep 30 12:24:34 GMT 2024","20640","tests","test_cart","","","","Выделение части товара",""
"passed","Mon Sep 30 12:26:27 GMT 2024","Mon Sep 30 12:26:37 GMT 2024","9310","tests","test_cart","","","","Отправка на печать",""
"passed","Mon Sep 30 12:22:22 GMT 2024","Mon Sep 30 12:22:28 GMT 2024","5954","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 12:29:06 GMT 2024","Mon Sep 30 12:29:06 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"passed","Mon Sep 30 12:28:11 GMT 2024","Mon Sep 30 12:28:32 GMT 2024","21251","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"skipped","Mon Sep 30 12:23:49 GMT 2024","Mon Sep 30 12:23:49 GMT 2024","0","tests","test_cart","","","","Переход в чек-аут",""
"passed","Mon Sep 30 12:23:27 GMT 2024","Mon Sep 30 12:23:34 GMT 2024","7200","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"passed","Mon Sep 30 12:24:36 GMT 2024","Mon Sep 30 12:24:58 GMT 2024","21677","tests","test_cart","","","","Число рядом с кнопкой удалить",""
