"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Tue Oct 08 16:08:44 GMT 2024","Tue Oct 08 16:09:00 GMT 2024","16435","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Применение невалидного промокода",""
"passed","Tue Oct 08 16:09:39 GMT 2024","Tue Oct 08 16:09:49 GMT 2024","9498","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"passed","Tue Oct 08 16:05:56 GMT 2024","Tue Oct 08 16:06:01 GMT 2024","5187","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 16:07:44 GMT 2024","Tue Oct 08 16:08:04 GMT 2024","19267","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Tue Oct 08 16:10:47 GMT 2024","Tue Oct 08 16:11:06 GMT 2024","19276","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"skipped","Tue Oct 08 16:12:33 GMT 2024","Tue Oct 08 16:12:33 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"passed","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:44 GMT 2024","19194","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Отмена промокода",""
"passed","Tue Oct 08 16:09:30 GMT 2024","Tue Oct 08 16:09:39 GMT 2024","9606","tests","test_cart","","","","Изменение количества товара через счетчик",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"passed","Tue Oct 08 16:10:26 GMT 2024","Tue Oct 08 16:10:47 GMT 2024","20856","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Tue Oct 08 16:07:08 GMT 2024","Tue Oct 08 16:07:25 GMT 2024","17314","tests","test_cart","","","","Выделение всего товара",""
"passed","Tue Oct 08 16:12:04 GMT 2024","Tue Oct 08 16:12:24 GMT 2024","19886","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Tue Oct 08 16:06:11 GMT 2024","Tue Oct 08 16:06:15 GMT 2024","3831","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"passed","Tue Oct 08 16:11:45 GMT 2024","Tue Oct 08 16:12:04 GMT 2024","19888","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Tue Oct 08 16:05:31 GMT 2024","Tue Oct 08 16:05:36 GMT 2024","4649","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 16:06:25 GMT 2024","Tue Oct 08 16:06:33 GMT 2024","8028","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"skipped","Tue Oct 08 16:11:25 GMT 2024","Tue Oct 08 16:11:25 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"passed","Tue Oct 08 16:06:01 GMT 2024","Tue Oct 08 16:06:06 GMT 2024","5188","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 16:06:39 GMT 2024","Tue Oct 08 16:06:39 GMT 2024","0","tests","test_autorization","","","","Авторизуюсь через testmail.app",""
"passed","Tue Oct 08 16:05:47 GMT 2024","Tue Oct 08 16:05:51 GMT 2024","4547","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 16:06:06 GMT 2024","Tue Oct 08 16:06:11 GMT 2024","4792","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
