"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 30 11:22:47 GMT 2024","Mon Sep 30 11:23:04 GMT 2024","16627","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"skipped","Mon Sep 30 11:25:46 GMT 2024","Mon Sep 30 11:25:46 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Mon Sep 30 11:24:23 GMT 2024","Mon Sep 30 11:24:43 GMT 2024","20754","tests","test_cart","","","","Отмена удаления товара",""
"skipped","Mon Sep 30 11:25:54 GMT 2024","Mon Sep 30 11:25:54 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"passed","Mon Sep 30 11:26:03 GMT 2024","Mon Sep 30 11:26:23 GMT 2024","19998","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Mon Sep 30 11:20:08 GMT 2024","Mon Sep 30 11:20:22 GMT 2024","14095","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"passed","Mon Sep 30 11:23:27 GMT 2024","Mon Sep 30 11:23:36 GMT 2024","8791","tests","test_cart","","","","Отправка на печать",""
"passed","Mon Sep 30 11:22:01 GMT 2024","Mon Sep 30 11:22:27 GMT 2024","26126","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"passed","Mon Sep 30 11:19:12 GMT 2024","Mon Sep 30 11:19:16 GMT 2024","4304","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"skipped","Mon Sep 30 11:25:57 GMT 2024","Mon Sep 30 11:25:57 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"passed","Mon Sep 30 11:21:17 GMT 2024","Mon Sep 30 11:21:37 GMT 2024","20059","tests","test_cart","","","","Выделение части товара",""
"passed","Mon Sep 30 11:19:29 GMT 2024","Mon Sep 30 11:19:31 GMT 2024","2637","tests.Heder_links","test_home","","","","Переход на домашнюю страницу",""
"skipped","Mon Sep 30 11:25:50 GMT 2024","Mon Sep 30 11:25:50 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"skipped","Mon Sep 30 11:20:41 GMT 2024","Mon Sep 30 11:20:41 GMT 2024","0","tests","test_autorization","","","","Авторизация через mail.ru",""
"skipped","Mon Sep 30 11:20:53 GMT 2024","Mon Sep 30 11:20:53 GMT 2024","0","tests","test_cart","","","","Переход в чек-аут",""
"passed","Mon Sep 30 11:19:23 GMT 2024","Mon Sep 30 11:19:27 GMT 2024","3845","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Mon Sep 30 11:23:38 GMT 2024","Mon Sep 30 11:23:48 GMT 2024","10066","tests","test_cart","","","","Изменение количества товара через счетчик",""
"passed","Mon Sep 30 11:26:45 GMT 2024","Mon Sep 30 11:27:07 GMT 2024","21919","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Mon Sep 30 11:23:05 GMT 2024","Mon Sep 30 11:23:26 GMT 2024","20770","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"skipped","Mon Sep 30 11:25:55 GMT 2024","Mon Sep 30 11:25:55 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Mon Sep 30 11:26:24 GMT 2024","Mon Sep 30 11:26:44 GMT 2024","19633","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"passed","Mon Sep 30 11:22:28 GMT 2024","Mon Sep 30 11:22:46 GMT 2024","17130","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Mon Sep 30 11:19:56 GMT 2024","Mon Sep 30 11:20:01 GMT 2024","5062","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
