"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Очистка поля 'Промокод'",""
"passed","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:58 GMT 2024","19393","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Fri Oct 04 12:50:24 GMT 2024","Fri Oct 04 12:50:42 GMT 2024","17966","tests","test_cart","","","","Отмена удаления товара",""
"passed","Fri Oct 04 12:46:36 GMT 2024","Fri Oct 04 12:46:46 GMT 2024","9670","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"passed","Fri Oct 04 12:49:03 GMT 2024","Fri Oct 04 12:49:19 GMT 2024","15862","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Fri Oct 04 12:49:47 GMT 2024","Fri Oct 04 12:49:57 GMT 2024","9526","tests","test_cart","","","","Изменение количества товара через счетчик",""
"passed","Fri Oct 04 12:47:46 GMT 2024","Fri Oct 04 12:48:06 GMT 2024","19371","tests","test_cart","","","","Выделение части товара",""
"passed","Fri Oct 04 12:49:39 GMT 2024","Fri Oct 04 12:49:47 GMT 2024","8142","tests","test_cart","","","","Отправка на печать",""
"passed","Fri Oct 04 12:46:03 GMT 2024","Fri Oct 04 12:46:07 GMT 2024","4054","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Fri Oct 04 12:49:57 GMT 2024","Fri Oct 04 12:50:07 GMT 2024","9667","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"passed","Fri Oct 04 12:50:07 GMT 2024","Fri Oct 04 12:50:24 GMT 2024","17696","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Fri Oct 04 12:50:42 GMT 2024","Fri Oct 04 12:51:02 GMT 2024","19253","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Fri Oct 04 12:47:10 GMT 2024","Fri Oct 04 12:47:29 GMT 2024","18725","tests","test_cart","","","","Переход в чек-аут",""
"passed","Fri Oct 04 12:46:17 GMT 2024","Fri Oct 04 12:46:22 GMT 2024","4982","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Fri Oct 04 12:51:21 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","17048","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Fri Oct 04 12:45:54 GMT 2024","Fri Oct 04 12:45:58 GMT 2024","4211","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Fri Oct 04 12:45:58 GMT 2024","Fri Oct 04 12:46:02 GMT 2024","4067","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"passed","Fri Oct 04 12:46:13 GMT 2024","Fri Oct 04 12:46:17 GMT 2024","3901","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Fri Oct 04 12:52:18 GMT 2024","Fri Oct 04 12:52:38 GMT 2024","20621","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Fri Oct 04 12:46:10 GMT 2024","Fri Oct 04 12:46:13 GMT 2024","3598","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Применение невалидного промокода",""
"skipped","Fri Oct 04 12:52:47 GMT 2024","Fri Oct 04 12:52:47 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"passed","Fri Oct 04 12:48:06 GMT 2024","Fri Oct 04 12:48:25 GMT 2024","19186","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"skipped","Fri Oct 04 12:47:01 GMT 2024","Fri Oct 04 12:47:01 GMT 2024","0","tests","test_autorization","","","","Авторизуюсь через testmail.app",""
"passed","Fri Oct 04 12:45:48 GMT 2024","Fri Oct 04 12:45:54 GMT 2024","5362","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Fri Oct 04 12:48:25 GMT 2024","Fri Oct 04 12:48:46 GMT 2024","21212","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Fri Oct 04 12:46:23 GMT 2024","Fri Oct 04 12:46:28 GMT 2024","5155","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"passed","Fri Oct 04 12:48:46 GMT 2024","Fri Oct 04 12:49:03 GMT 2024","17125","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Fri Oct 04 12:46:46 GMT 2024","Fri Oct 04 12:46:54 GMT 2024","8249","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"passed","Fri Oct 04 12:52:38 GMT 2024","Fri Oct 04 12:52:47 GMT 2024","8421","tests","test_cart_test_fir_test_IT","","","","Открытие модального окна авторизации",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Отмена промокода",""
"passed","Fri Oct 04 12:46:07 GMT 2024","Fri Oct 04 12:46:10 GMT 2024","2852","tests.Heder_links","test_home","","","","Переход на домашнюю страницу",""
"passed","Fri Oct 04 12:47:01 GMT 2024","Fri Oct 04 12:47:10 GMT 2024","8602","tests","test_cart","","","","Открытие модального окна авторизации",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Fri Oct 04 12:49:19 GMT 2024","Fri Oct 04 12:49:39 GMT 2024","19640","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"passed","Fri Oct 04 12:46:28 GMT 2024","Fri Oct 04 12:46:32 GMT 2024","4199","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"passed","Fri Oct 04 12:46:32 GMT 2024","Fri Oct 04 12:46:36 GMT 2024","3992","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Раскрытие блока 'Промокод'",""
"skipped","Fri Oct 04 12:51:38 GMT 2024","Fri Oct 04 12:51:38 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"passed","Fri Oct 04 12:51:02 GMT 2024","Fri Oct 04 12:51:21 GMT 2024","19483","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Fri Oct 04 12:46:54 GMT 2024","Fri Oct 04 12:47:01 GMT 2024","7000","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"passed","Fri Oct 04 12:47:29 GMT 2024","Fri Oct 04 12:47:46 GMT 2024","17547","tests","test_cart","","","","Выделение всего товара",""
"passed","Fri Oct 04 12:51:58 GMT 2024","Fri Oct 04 12:52:17 GMT 2024","19552","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
