"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 05 12:48:29 GMT 2024","Sat Oct 05 12:48:50 GMT 2024","20605","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Sat Oct 05 12:44:21 GMT 2024","Sat Oct 05 12:44:29 GMT 2024","7410","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"passed","Sat Oct 05 12:50:31 GMT 2024","Sat Oct 05 12:50:40 GMT 2024","9491","tests","test_cart_test_fir_test_IT","","","","Открытие модального окна авторизации",""
"passed","Sat Oct 05 12:44:01 GMT 2024","Sat Oct 05 12:44:12 GMT 2024","11105","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"skipped","Sat Oct 05 12:50:40 GMT 2024","Sat Oct 05 12:50:40 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"passed","Sat Oct 05 12:49:10 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","18024","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Sat Oct 05 12:48:08 GMT 2024","Sat Oct 05 12:48:29 GMT 2024","20457","tests","test_cart","","","","Отмена удаления товара",""
"passed","Sat Oct 05 12:43:51 GMT 2024","Sat Oct 05 12:43:57 GMT 2024","5287","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Sat Oct 05 12:44:12 GMT 2024","Sat Oct 05 12:44:21 GMT 2024","8935","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"passed","Sat Oct 05 12:43:30 GMT 2024","Sat Oct 05 12:43:36 GMT 2024","6290","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Раскрытие блока 'Промокод'",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Sat Oct 05 12:46:22 GMT 2024","Sat Oct 05 12:46:40 GMT 2024","18251","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Sat Oct 05 12:44:38 GMT 2024","Sat Oct 05 12:45:00 GMT 2024","21010","tests","test_cart","","","","Переход в чек-аут",""
"passed","Sat Oct 05 12:43:09 GMT 2024","Sat Oct 05 12:43:15 GMT 2024","5381","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Sat Oct 05 12:43:21 GMT 2024","Sat Oct 05 12:43:25 GMT 2024","3987","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Sat Oct 05 12:46:57 GMT 2024","Sat Oct 05 12:47:18 GMT 2024","21316","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"passed","Sat Oct 05 12:43:57 GMT 2024","Sat Oct 05 12:44:01 GMT 2024","4605","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"passed","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:48 GMT 2024","20094","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Sat Oct 05 12:45:38 GMT 2024","Sat Oct 05 12:46:00 GMT 2024","21416","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Sat Oct 05 12:46:00 GMT 2024","Sat Oct 05 12:46:21 GMT 2024","21848","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Отмена промокода",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Sat Oct 05 12:43:46 GMT 2024","Sat Oct 05 12:43:51 GMT 2024","5343","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"passed","Sat Oct 05 12:49:48 GMT 2024","Sat Oct 05 12:50:09 GMT 2024","20643","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Применение невалидного промокода",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"passed","Sat Oct 05 12:43:15 GMT 2024","Sat Oct 05 12:43:21 GMT 2024","6659","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Sat Oct 05 12:45:00 GMT 2024","Sat Oct 05 12:45:18 GMT 2024","18154","tests","test_cart","","","","Выделение всего товара",""
"passed","Sat Oct 05 12:46:40 GMT 2024","Sat Oct 05 12:46:57 GMT 2024","16974","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Sat Oct 05 12:47:38 GMT 2024","Sat Oct 05 12:47:48 GMT 2024","10711","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"skipped","Sat Oct 05 12:44:29 GMT 2024","Sat Oct 05 12:44:29 GMT 2024","0","tests","test_autorization","","","","Авторизуюсь через testmail.app",""
"passed","Sat Oct 05 12:50:09 GMT 2024","Sat Oct 05 12:50:31 GMT 2024","21486","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Очистка поля 'Промокод'",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"passed","Sat Oct 05 12:47:48 GMT 2024","Sat Oct 05 12:48:08 GMT 2024","19938","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Sat Oct 05 12:43:02 GMT 2024","Sat Oct 05 12:43:09 GMT 2024","6811","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Sat Oct 05 12:48:50 GMT 2024","Sat Oct 05 12:49:10 GMT 2024","20494","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Sat Oct 05 12:47:27 GMT 2024","Sat Oct 05 12:47:38 GMT 2024","10260","tests","test_cart","","","","Изменение количества товара через счетчик",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"passed","Sat Oct 05 12:44:29 GMT 2024","Sat Oct 05 12:44:38 GMT 2024","9566","tests","test_cart","","","","Открытие модального окна авторизации",""
"passed","Sat Oct 05 12:47:18 GMT 2024","Sat Oct 05 12:47:27 GMT 2024","8939","tests","test_cart","","","","Отправка на печать",""
"skipped","Sat Oct 05 12:49:28 GMT 2024","Sat Oct 05 12:49:28 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"passed","Sat Oct 05 12:43:40 GMT 2024","Sat Oct 05 12:43:46 GMT 2024","5314","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Sat Oct 05 12:43:36 GMT 2024","Sat Oct 05 12:43:40 GMT 2024","4457","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Sat Oct 05 12:45:18 GMT 2024","Sat Oct 05 12:45:38 GMT 2024","20263","tests","test_cart","","","","Выделение части товара",""
