"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 11 12:36:18 GMT 2024","Wed Sep 11 12:36:40 GMT 2024","21560","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Wed Sep 11 12:31:28 GMT 2024","Wed Sep 11 12:31:47 GMT 2024","18979","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Wed Sep 11 12:33:22 GMT 2024","Wed Sep 11 12:33:34 GMT 2024","11367","tests","test_cart","","","","Применение невалидного промокода",""
"broken","Wed Sep 11 12:24:10 GMT 2024","Wed Sep 11 12:24:50 GMT 2024","40778","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"passed","Wed Sep 11 12:32:32 GMT 2024","Wed Sep 11 12:32:52 GMT 2024","19711","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Wed Sep 11 12:28:14 GMT 2024","Wed Sep 11 12:28:34 GMT 2024","19309","tests","test_cart","","","","Выделение всего товара",""
"passed","Wed Sep 11 12:31:16 GMT 2024","Wed Sep 11 12:31:28 GMT 2024","12274","tests","test_cart","","","","Закрытие блока изменения информации",""
"passed","Wed Sep 11 12:24:06 GMT 2024","Wed Sep 11 12:24:10 GMT 2024","3814","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"broken","Wed Sep 11 12:24:51 GMT 2024","Wed Sep 11 12:25:30 GMT 2024","39361","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"passed","Wed Sep 11 12:23:47 GMT 2024","Wed Sep 11 12:23:51 GMT 2024","3957","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Wed Sep 11 12:23:14 GMT 2024","Wed Sep 11 12:23:22 GMT 2024","8193","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Wed Sep 11 12:34:31 GMT 2024","Wed Sep 11 12:34:54 GMT 2024","22939","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"passed","Wed Sep 11 12:35:58 GMT 2024","Wed Sep 11 12:36:18 GMT 2024","20457","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"broken","Wed Sep 11 12:27:04 GMT 2024","Wed Sep 11 12:28:01 GMT 2024","56364","tests","test_cart","","","","Переход в чек-аут",""
"passed","Wed Sep 11 12:33:45 GMT 2024","Wed Sep 11 12:33:56 GMT 2024","11440","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"passed","Wed Sep 11 12:23:51 GMT 2024","Wed Sep 11 12:23:57 GMT 2024","5136","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Wed Sep 11 12:34:09 GMT 2024","Wed Sep 11 12:34:21 GMT 2024","11153","tests","test_cart","","","","Очистка поля 'Промокод'",""
"passed","Wed Sep 11 12:28:54 GMT 2024","Wed Sep 11 12:29:14 GMT 2024","19863","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Wed Sep 11 12:29:54 GMT 2024","Wed Sep 11 12:30:11 GMT 2024","16999","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Wed Sep 11 12:26:53 GMT 2024","Wed Sep 11 12:27:04 GMT 2024","10856","tests","test_cart","","","","Открытие модального окна авторизации",""
"passed","Wed Sep 11 12:30:32 GMT 2024","Wed Sep 11 12:30:45 GMT 2024","12788","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Wed Sep 11 12:28:01 GMT 2024","Wed Sep 11 12:28:14 GMT 2024","12644","tests","test_cart","","","","Активация блока изменения информации",""
"passed","Wed Sep 11 12:35:16 GMT 2024","Wed Sep 11 12:35:38 GMT 2024","22352","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Wed Sep 11 12:28:34 GMT 2024","Wed Sep 11 12:28:54 GMT 2024","20369","tests","test_cart","","","","Выделение части товара",""
"passed","Wed Sep 11 12:34:54 GMT 2024","Wed Sep 11 12:35:16 GMT 2024","21844","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Wed Sep 11 12:23:33 GMT 2024","Wed Sep 11 12:23:37 GMT 2024","4802","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Wed Sep 11 12:23:41 GMT 2024","Wed Sep 11 12:23:47 GMT 2024","5940","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"passed","Wed Sep 11 12:29:14 GMT 2024","Wed Sep 11 12:29:36 GMT 2024","22438","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"passed","Wed Sep 11 12:33:11 GMT 2024","Wed Sep 11 12:33:22 GMT 2024","11366","tests","test_cart","","","","Применение валидного промокода",""
"passed","Wed Sep 11 12:33:34 GMT 2024","Wed Sep 11 12:33:45 GMT 2024","10817","tests","test_cart","","","","Раскрытие блока 'Промокод'",""
"passed","Wed Sep 11 12:30:45 GMT 2024","Wed Sep 11 12:30:54 GMT 2024","9538","tests","test_cart","","","","Отправка на печать",""
"passed","Wed Sep 11 12:36:40 GMT 2024","Wed Sep 11 12:36:51 GMT 2024","11417","tests","test_cart_test_fir_test_IT","","","","Активация блока изменения информации",""
"passed","Wed Sep 11 12:33:56 GMT 2024","Wed Sep 11 12:34:09 GMT 2024","13197","tests","test_cart","","","","Отмена промокода",""
"passed","Wed Sep 11 12:30:54 GMT 2024","Wed Sep 11 12:31:05 GMT 2024","10536","tests","test_cart","","","","Изменение количества товара через счетчик",""
"passed","Wed Sep 11 12:23:28 GMT 2024","Wed Sep 11 12:23:32 GMT 2024","4818","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Wed Sep 11 12:32:52 GMT 2024","Wed Sep 11 12:33:11 GMT 2024","18834","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Wed Sep 11 12:23:37 GMT 2024","Wed Sep 11 12:23:41 GMT 2024","4052","tests.Heder_links","test_home","","","","test_home[chromium]",""
"broken","Wed Sep 11 12:26:07 GMT 2024","Wed Sep 11 12:26:53 GMT 2024","45646","tests","test_autorization","","","","Авторизация через mail.ru",""
"passed","Wed Sep 11 12:36:51 GMT 2024","Wed Sep 11 12:37:01 GMT 2024","9490","tests","test_cart_test_fir_test_IT","","","","Открытие модального окна авторизации",""
"passed","Wed Sep 11 12:35:38 GMT 2024","Wed Sep 11 12:35:58 GMT 2024","19623","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"broken","Wed Sep 11 12:25:30 GMT 2024","Wed Sep 11 12:26:07 GMT 2024","37032","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"passed","Wed Sep 11 12:32:09 GMT 2024","Wed Sep 11 12:32:32 GMT 2024","22622","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Wed Sep 11 12:23:57 GMT 2024","Wed Sep 11 12:24:02 GMT 2024","5302","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"passed","Wed Sep 11 12:30:11 GMT 2024","Wed Sep 11 12:30:32 GMT 2024","20456","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
