"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 12:49:15 GMT 2024","Mon Oct 28 12:49:19 GMT 2024","3982","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"broken","Mon Oct 28 12:56:58 GMT 2024","Mon Oct 28 12:56:58 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Mon Oct 28 12:52:39 GMT 2024","Mon Oct 28 12:53:00 GMT 2024","21091","tests","test_cart","","","","Выделение части товара",""
"passed","Mon Oct 28 12:52:19 GMT 2024","Mon Oct 28 12:52:39 GMT 2024","20044","tests","test_cart","","","","Выделение всего товара",""
"passed","Mon Oct 28 12:55:55 GMT 2024","Mon Oct 28 12:56:16 GMT 2024","20377","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Mon Oct 28 12:53:21 GMT 2024","Mon Oct 28 12:53:43 GMT 2024","22108","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"broken","Mon Oct 28 12:56:58 GMT 2024","Mon Oct 28 12:56:58 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Mon Oct 28 12:48:56 GMT 2024","Mon Oct 28 12:49:01 GMT 2024","5135","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Mon Oct 28 12:51:12 GMT 2024","Mon Oct 28 12:51:23 GMT 2024","10802","tests","test_cart","","","","Открытие модального окна авторизации",""
"broken","Mon Oct 28 12:51:23 GMT 2024","Mon Oct 28 12:52:18 GMT 2024","54679","tests","test_cart","","","","Переход в чек-аут",""
"passed","Mon Oct 28 12:54:51 GMT 2024","Mon Oct 28 12:55:02 GMT 2024","11676","tests","test_cart","","","","Изменение количества товара через счетчик",""
"broken","Mon Oct 28 12:56:58 GMT 2024","Mon Oct 28 12:56:58 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"passed","Mon Oct 28 12:49:43 GMT 2024","Mon Oct 28 12:49:47 GMT 2024","4898","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"broken","Mon Oct 28 12:50:28 GMT 2024","Mon Oct 28 12:51:04 GMT 2024","36316","tests","test_add_to_cart","","","","Добавление товара из карточки товара",""
"passed","Mon Oct 28 12:57:42 GMT 2024","Mon Oct 28 12:58:03 GMT 2024","21287","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"broken","Mon Oct 28 12:49:48 GMT 2024","Mon Oct 28 12:50:27 GMT 2024","38971","tests","test_add_to_cart","","","","Добавление товара из листинга",""
"passed","Mon Oct 28 12:48:50 GMT 2024","Mon Oct 28 12:48:56 GMT 2024","5780","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Mon Oct 28 12:55:02 GMT 2024","Mon Oct 28 12:55:13 GMT 2024","10301","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"passed","Mon Oct 28 12:49:19 GMT 2024","Mon Oct 28 12:49:24 GMT 2024","4270","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Mon Oct 28 12:49:31 GMT 2024","Mon Oct 28 12:49:38 GMT 2024","6820","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"passed","Mon Oct 28 12:57:19 GMT 2024","Mon Oct 28 12:57:41 GMT 2024","22014","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"passed","Mon Oct 28 12:56:16 GMT 2024","Mon Oct 28 12:56:37 GMT 2024","20888","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Mon Oct 28 12:49:10 GMT 2024","Mon Oct 28 12:49:15 GMT 2024","4990","tests.Heder_links","test_home","","","","Переход на домашнюю страницу",""
"broken","Mon Oct 28 12:56:58 GMT 2024","Mon Oct 28 12:56:58 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Mon Oct 28 12:56:58 GMT 2024","Mon Oct 28 12:57:19 GMT 2024","21129","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Mon Oct 28 12:51:06 GMT 2024","Mon Oct 28 12:51:12 GMT 2024","6611","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"passed","Mon Oct 28 12:49:05 GMT 2024","Mon Oct 28 12:49:10 GMT 2024","5315","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Mon Oct 28 12:53:00 GMT 2024","Mon Oct 28 12:53:21 GMT 2024","21103","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Mon Oct 28 12:49:24 GMT 2024","Mon Oct 28 12:49:31 GMT 2024","7539","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"passed","Mon Oct 28 12:56:37 GMT 2024","Mon Oct 28 12:56:58 GMT 2024","20844","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Mon Oct 28 12:53:43 GMT 2024","Mon Oct 28 12:54:02 GMT 2024","18882","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Mon Oct 28 12:54:02 GMT 2024","Mon Oct 28 12:54:19 GMT 2024","16383","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Mon Oct 28 12:55:33 GMT 2024","Mon Oct 28 12:55:55 GMT 2024","21668","tests","test_cart","","","","Отмена удаления товара",""
"passed","Mon Oct 28 12:49:01 GMT 2024","Mon Oct 28 12:49:05 GMT 2024","3883","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"broken","Mon Oct 28 12:56:58 GMT 2024","Mon Oct 28 12:56:58 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"skipped","Mon Oct 28 12:51:12 GMT 2024","Mon Oct 28 12:51:12 GMT 2024","0","tests","test_autorization","","","","Авторизуюсь через testmail.app",""
"passed","Mon Oct 28 12:58:03 GMT 2024","Mon Oct 28 12:58:12 GMT 2024","8987","tests","test_cart_test_fir_test_IT","","","","Открытие модального окна авторизации",""
"passed","Mon Oct 28 12:54:19 GMT 2024","Mon Oct 28 12:54:39 GMT 2024","20334","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"passed","Mon Oct 28 12:49:38 GMT 2024","Mon Oct 28 12:49:43 GMT 2024","4376","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
