"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 12:44:07 GMT 2024","Tue Oct 08 12:44:12 GMT 2024","4613","tests.Heder_links","test_contacts","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 12:48:53 GMT 2024","Tue Oct 08 12:49:03 GMT 2024","10234","tests","test_cart","","","","Изменение количества товара через счетчик",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через кнопку 'Вернутся в корзину'",""
"passed","Tue Oct 08 12:44:02 GMT 2024","Tue Oct 08 12:44:07 GMT 2024","4751","tests.Heder_links","test_brands","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 12:46:26 GMT 2024","Tue Oct 08 12:47:15 GMT 2024","49873","tests","test_cart","","","","Число рядом с кнопкой удалить",""
"passed","Tue Oct 08 12:44:27 GMT 2024","Tue Oct 08 12:44:32 GMT 2024","4911","tests.Heder_links","test_news","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 12:51:58 GMT 2024","Tue Oct 08 12:51:58 GMT 2024","0","tests","test_create_order","","","","test_create_order[chromium]",""
"passed","Tue Oct 08 12:49:52 GMT 2024","Tue Oct 08 12:50:12 GMT 2024","19793","tests","test_cart","","","","Переход с пустой корзины 'На главную'",""
"passed","Tue Oct 08 12:45:10 GMT 2024","Tue Oct 08 12:45:17 GMT 2024","6942","tests","test_add_to_cart","","","","Добавление товара из поиска",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Раскрытие блока 'Промокод'",""
"passed","Tue Oct 08 12:43:56 GMT 2024","Tue Oct 08 12:44:02 GMT 2024","6049","tests.Heder_links","test_blogs","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 12:44:22 GMT 2024","Tue Oct 08 12:44:27 GMT 2024","4378","tests.Heder_links","test_krug","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 12:49:33 GMT 2024","Tue Oct 08 12:49:52 GMT 2024","19122","tests","test_cart","","","","Отмена удаления товара",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Закрытие блока изменения информации",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода к неподходящему товару",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Очистка поля 'Промокод'",""
"passed","Tue Oct 08 12:49:03 GMT 2024","Tue Oct 08 12:49:13 GMT 2024","10059","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Счетчик)",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Вернутся в корзину через нажатие на пространство вне окна",""
"passed","Tue Oct 08 12:48:20 GMT 2024","Tue Oct 08 12:48:44 GMT 2024","23693","tests","test_cart","","","","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)",""
"passed","Tue Oct 08 12:45:46 GMT 2024","Tue Oct 08 12:46:05 GMT 2024","18474","tests","test_cart","","","","Выделение всего товара",""
"passed","Tue Oct 08 12:50:31 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","17714","tests","test_cart","","","","Если товар не выбран кнопка 'Оформить заказ' не активна",""
"passed","Tue Oct 08 12:46:05 GMT 2024","Tue Oct 08 12:46:25 GMT 2024","20454","tests","test_cart","","","","Выделение части товара",""
"passed","Tue Oct 08 12:51:29 GMT 2024","Tue Oct 08 12:51:49 GMT 2024","20349","tests","test_cart","","","","Удаление всего товара в блоке (Блок 'Недоступно для заказа')",""
"passed","Tue Oct 08 12:44:32 GMT 2024","Tue Oct 08 12:44:39 GMT 2024","7502","tests.Heder_links","test_promos","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Отмена промокода",""
"passed","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:51:09 GMT 2024","19484","tests","test_cart","","","","Активация блока 'Недоступно для заказа'",""
"passed","Tue Oct 08 12:51:49 GMT 2024","Tue Oct 08 12:51:58 GMT 2024","8469","tests","test_cart_test_fir_test_IT","","","","Открытие модального окна авторизации",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Удаление товара нажатием на крестик (Окно изменения цены)",""
"passed","Tue Oct 08 12:49:13 GMT 2024","Tue Oct 08 12:49:33 GMT 2024","19916","tests","test_cart","","","","Удаление всего товара (Корзина)",""
"passed","Tue Oct 08 12:47:58 GMT 2024","Tue Oct 08 12:48:20 GMT 2024","21838","tests","test_cart","","","","Изменение цены в блоке калькуляции по всем позициям",""
"passed","Tue Oct 08 12:45:17 GMT 2024","Tue Oct 08 12:45:27 GMT 2024","9523","tests","test_cart","","","","Открытие модального окна авторизации",""
"passed","Tue Oct 08 12:45:00 GMT 2024","Tue Oct 08 12:45:10 GMT 2024","10815","tests","test_add_to_cart","","","","Добавление товара из корзины",""
"passed","Tue Oct 08 12:51:09 GMT 2024","Tue Oct 08 12:51:29 GMT 2024","19889","tests","test_cart","","","","Удаление товара нажатием на крестик (Блок 'Недоступно для заказа')",""
"skipped","Tue Oct 08 12:45:17 GMT 2024","Tue Oct 08 12:45:17 GMT 2024","0","tests","test_autorization","","","","Авторизуюсь через testmail.app",""
"passed","Tue Oct 08 12:44:44 GMT 2024","Tue Oct 08 12:44:48 GMT 2024","3742","tests.Heder_links","test_warranty","","","","test_header_link[chromium]",""
"passed","Tue Oct 08 12:44:16 GMT 2024","Tue Oct 08 12:44:19 GMT 2024","2889","tests.Heder_links","test_home","","","","Переход на домашнюю страницу",""
"passed","Tue Oct 08 12:45:27 GMT 2024","Tue Oct 08 12:45:46 GMT 2024","19371","tests","test_cart","","","","Переход в чек-аут",""
"passed","Tue Oct 08 12:44:19 GMT 2024","Tue Oct 08 12:44:22 GMT 2024","3718","tests.Heder_links","test_how-to-order","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Активация подсказки",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Активация окна изменения цены",""
"passed","Tue Oct 08 12:44:12 GMT 2024","Tue Oct 08 12:44:16 GMT 2024","4063","tests.Heder_links","test_dostavka-oplata","","","","test_header_link2[chromium]",""
"passed","Tue Oct 08 12:47:15 GMT 2024","Tue Oct 08 12:47:40 GMT 2024","24949","tests","test_cart","","","","Удаление товара нажатием на кнопку 'Удалить'",""
"passed","Tue Oct 08 12:44:39 GMT 2024","Tue Oct 08 12:44:44 GMT 2024","4384","tests.Heder_links","test_video","","","","test_header_link[chromium]",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Применение невалидного промокода",""
"skipped","Tue Oct 08 12:50:49 GMT 2024","Tue Oct 08 12:50:49 GMT 2024","0","tests","test_cart","","","","Применение валидного промокода",""
"passed","Tue Oct 08 12:48:44 GMT 2024","Tue Oct 08 12:48:53 GMT 2024","9017","tests","test_cart","","","","Отправка на печать",""
"passed","Tue Oct 08 12:50:12 GMT 2024","Tue Oct 08 12:50:31 GMT 2024","19133","tests","test_cart","","","","Активация окна авторизации в пустой корзине",""
"passed","Tue Oct 08 12:47:40 GMT 2024","Tue Oct 08 12:47:58 GMT 2024","17412","tests","test_cart","","","","Удаление товара нажатием на крестик (Корзина)",""
"passed","Tue Oct 08 12:44:48 GMT 2024","Tue Oct 08 12:44:59 GMT 2024","11732","tests","test_add_to_cart","","","","Добавление товара из листинга",""
